Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
125,33,133,2.940924213,34.07492829,360.6294599
126,40,147,3.028779612,18.64958997,246.8763915
129,41,143,1.824742308,44.03093478,361.1373275
126,34,147,3.682567961,19.59208626,279.0161395
145,39,133,3.77015992,26.05860468,333.9462372
121,36,131,1.569203698,28.29274787,272.7959031
149,38,135,3.13163816,43.25500791,266.2766711
123,38,140,3.437037393,17.92378361,239.7892502
140,39,130,1.745006174,30.57295126,276.1357443
149,39,144,4.577848506,30.28505339,325.2996653
147,31,141,2.931303445,35.37560838,281.3262839
136,33,147,1.460113431,27.38540736,280.4914963
120,37,134,2.33758471,35.20068744,262.4839245
129,43,140,2.907841793,49.5062998,201.8093533
138,46,148,1.040576612,17.50422149,286.0920803
134,42,130,1.127639503,45.61199599,324.9386111
129,47,146,1.222082381,25.80203033,235.0013486
138,47,137,3.152540904,31.30007527,254.7796579
131,42,145,2.344352785,40.93911191,267.6788915
143,37,140,4.572416192,46.85127622,323.9498096
135,41,148,3.236935489,15.31764192,269.5691504
128,30,140,4.039585315,38.1767296,333.3074538
134,49,144,3.748532707,17.43433189,359.7934489
149,47,137,3.081282909,33.39874817,315.8073195
146,32,143,3.978881759,41.24160309,299.1000034
147,41,130,3.178822811,20.93369495,203.4763175
136,48,139,2.541825221,41.73247417,268.1128287
133,42,136,2.74321933,25.83382509,320.4698047
146,39,147,4.354005358,36.36928958,272.1436167
137,44,141,3.253094232,38.03143635,396.7040808
145,49,131,2.509184593,37.71432545,212.1173013
121,31,147,1.718972606,15.64906787,267.0695667
123,48,136,2.981431369,20.32959027,291.2182653
137,32,149,2.009616438,44.96709416,247.8991591
126,43,141,4.822319513,47.89447954,358.8816758
132,36,149,2.963928339,34.72837611,288.3960747
134,37,143,1.035793096,35.89399767,231.5774332
144,40,139,1.371508758,41.42607065,226.4905577
142,49,138,2.137297967,29.21368502,250.1313911
147,35,144,1.368651367,26.48057206,325.2028772
141,40,149,4.575848902,41.8870583,371.1300692
145,46,139,4.417406267,15.98999799,338.4141589
120,39,148,4.883446036,45.98712008,285.8745177
130,46,148,3.825862457,30.43158837,296.2852965
129,31,141,3.581858185,32.64800152,179.2425413
144,35,141,4.693986552,37.19973552,305.4524632
124,34,138,4.785572579,24.60350119,258.4480281
135,33,149,4.509951372,35.9085622,359.8070402
130,31,133,4.445891375,39.25636314,311.9825663
140,41,130,3.686813022,19.12760075,161.0379899
125,32,145,1.006423789,33.21647732,231.4715812
128,35,130,2.718068201,26.52970476,152.7597782
132,43,142,3.542651085,34.5075204,264.5057717
143,37,132,3.188509522,15.74530006,227.7406293
127,43,141,4.28450652,40.99381247,317.6488312
133,32,138,4.275609106,20.89415766,286.1917162
143,45,133,3.394728038,39.12854317,196.6250301
120,44,131,1.087976213,41.90852193,278.0640293
136,36,138,2.477319809,41.34141974,296.9961596
143,44,149,1.915266341,43.61257331,198.173566
124,42,142,2.355152435,25.77108029,241.1167286
144,35,143,3.469170618,48.84896079,363.8420963
121,44,132,1.265847611,15.83363613,131.4888566
144,46,147,1.088968196,31.84200336,268.9612801
147,33,138,2.747491664,24.45997284,219.6824628
149,43,144,4.174295329,40.89581574,368.1334154
143,44,139,1.122794298,43.18281499,302.8560221
128,41,146,4.39619434,43.78373846,256.6039654
123,48,142,2.535518531,25.39164195,290.1562611
136,39,130,1.472941716,24.59491876,329.1310134
136,35,140,3.269990915,38.69275017,361.7849845
140,38,134,4.809442246,47.48645276,300.4027605
137,31,138,3.170051596,23.89718255,355.6143926
135,33,136,3.746539023,46.87098948,398.7159935
149,38,136,4.265685148,35.70114876,285.7697095
127,44,131,4.197360489,40.82783077,316.8968679
145,42,148,1.292474914,30.3962225,214.7768486
130,49,149,3.963981653,43.24000276,271.7971574
140,37,147,4.797798263,48.96725125,358.5688142
140,48,139,3.802608936,20.9701506,278.8266101
137,48,134,4.345771575,28.49457988,379.8316097
142,45,145,2.942198804,45.18598261,214.8920525
148,40,134,2.276277305,21.18355083,246.3922702
143,39,144,3.704956892,29.45372052,313.8890712
129,37,145,2.968799912,20.81402884,262.005084
132,30,133,4.581155425,37.69288906,317.2257555
136,39,143,4.897527874,23.34117033,300.4801365
137,47,146,4.27920827,28.32807369,267.6699074
129,32,146,4.97071847,32.18967804,353.0005411
135,40,145,2.393482394,25.39951075,285.7314318
139,47,138,4.583021515,38.79653256,378.4005483
124,32,131,2.319734515,18.8937309,311.2171101
132,37,140,1.472152301,45.79302677,364.4846069
137,43,144,3.485494781,31.84691598,370.1024044
136,35,132,2.819954537,35.04849469,288.1648478
128,44,145,4.686796934,36.77453872,223.3195815
133,43,148,2.96877555,17.08887167,254.3895472
136,36,135,4.710530317,41.49467644,252.2136138
148,39,143,1.314535469,48.1079649,354.3359567
123,44,134,4.322047343,33.19677872,252.3544751
137,39,134,4.036457074,28.68040482,217.7324418
146,46,135,3.879913094,42.46785475,300.5464905
139,48,147,2.42054342,40.21235354,278.5867808
143,46,147,4.135038544,37.78415287,334.700625
143,41,148,2.933186317,48.78729985,364.0323291
134,44,131,3.860814044,35.36210477,312.2330314
130,41,146,3.208908587,23.69315104,255.5325798
131,38,130,1.629758818,15.86681168,292.4061359
128,34,138,1.258234361,30.87117105,284.2529096
132,33,142,2.464746605,37.8313245,303.7555602
134,41,133,4.731155292,21.02486985,265.896944
146,45,134,3.118940083,15.90173083,230.4685991
134,38,147,4.20876827,46.81813093,344.9509159
147,32,139,3.303812283,25.56815997,312.2396509
124,32,133,4.831621145,31.31173021,332.5491726
142,47,142,2.477822249,18.18748207,256.8839319
138,46,142,1.228201822,28.35646569,233.041256
145,39,146,4.122673533,29.8320656,299.9512332
139,31,137,3.821826033,46.5960588,298.1414178
145,40,133,3.110137529,45.29101174,287.2969525
144,32,132,2.305564973,21.61507145,212.7034398
145,31,140,1.753060591,34.46217793,227.7411089
145,38,141,2.929104177,40.59367314,270.5229938
133,48,138,3.664805637,25.21476981,262.9001205
147,31,144,3.315545717,28.80515443,268.688116
136,48,142,2.749962041,49.47084508,279.0920495
137,31,134,3.158777777,41.59062475,353.6538876
140,44,134,1.431819721,30.3013022,325.0843751
122,32,148,3.783360415,33.69285962,322.3100735
121,34,140,3.937024175,36.90238242,270.4282694
120,40,138,1.045810416,32.45941942,311.7952576
129,36,132,2.082078223,29.40670112,207.940405
138,35,147,1.368467441,27.57723986,283.3982792
136,43,142,4.992928527,20.9143572,387.0686369
131,30,141,3.373371335,49.07673944,281.4297979
120,46,138,2.862952377,18.19944465,240.9591671
131,46,139,2.852004076,36.03578373,250.2049912
136,43,142,4.859095677,48.58608556,299.4174659
143,39,149,3.639422553,28.1226066,337.0640783
122,37,149,1.674638233,23.83474724,258.158493
130,37,142,2.792635312,48.44330429,234.7103575
136,43,138,4.096787364,43.06087665,345.7644532
142,36,139,2.693400267,37.92587624,236.8319688
145,35,148,2.238133704,36.41959495,313.4196784
122,33,135,4.964864306,27.60441427,323.2763943
127,30,136,4.742548538,37.44617544,345.4930995
139,44,144,4.766241477,40.37588981,336.0132451
123,44,148,1.526690119,16.11058418,229.966786
140,30,143,1.937021027,19.11915144,206.1096809
141,49,145,2.768267833,26.02886475,336.3771719
126,32,143,4.328517033,26.30949459,287.9357158
133,34,149,3.947310161,46.51805771,240.6408013
133,34,131,4.398669581,38.95768896,360.3217372
123,33,138,4.683053165,28.07265686,311.6373326
135,46,132,4.123067372,43.32207534,343.3787491
143,49,135,2.047080041,26.3118205,294.9793753
148,43,134,2.14178273,49.67646525,306.7818713
141,37,143,2.409950726,42.35669329,352.1977874
149,31,144,2.212301467,43.29365099,302.773651
120,37,147,1.996395799,24.13403889,242.967281
136,30,146,4.00994424,20.07618387,284.3085345
144,33,138,1.135964204,28.63386666,293.1465217
129,48,148,3.913574952,26.69825127,309.4727086
141,34,138,4.294255086,41.9441249,312.9095341
135,34,145,1.264176173,21.10008419,122.5819321
135,49,135,1.247388429,33.46131998,189.7386177
145,48,137,2.141855212,36.98676549,326.676709
127,41,132,1.833227262,28.48079201,265.3921267
148,49,134,3.324534695,22.02125595,270.6843978
126,30,136,3.701806174,46.348338,309.0100785
147,36,130,3.536567984,19.8594016,263.629652
125,46,133,2.429389481,25.63315309,269.7959454
135,31,145,2.993591338,41.47985828,277.0234599
139,40,143,3.559963318,36.18590356,395.8176828
135,36,130,1.477705075,40.57259422,232.1147426
126,46,133,1.918047658,43.30683208,326.7451837
128,32,139,4.561984616,46.33875106,344.8135316
133,35,140,2.369305506,25.65977554,231.4779241
130,40,136,4.204625528,31.60068061,326.3180178
145,47,133,2.003959009,39.09085503,372.4755183
145,47,130,1.166561406,42.81609823,320.212765
133,39,130,3.00160237,35.22358674,273.8956689
126,34,146,4.569928174,32.98118623,301.2620472
120,44,139,4.277138197,39.2117241,263.396429
145,49,134,2.011756676,28.37101468,322.2957888
144,33,136,4.639743098,46.27965037,395.9503533
132,30,137,2.91886358,22.42766274,256.1159025
139,44,131,1.195996015,45.94014735,319.9667457
122,46,138,1.111698479,37.52658449,278.1204659
139,48,133,2.940454936,36.0230459,295.92074
123,43,141,3.185291423,31.44842022,257.380675
148,48,140,1.319651682,20.41611149,273.5518498
145,47,134,4.688962615,45.27269491,299.2574497
130,31,141,3.872867314,16.83868854,279.1742973
121,35,133,4.205129434,24.44879834,264.9818946
133,42,142,3.336093005,18.83973614,221.7115734
131,46,130,3.654176305,18.73923592,210.5981116
149,35,147,2.551440919,28.66479678,198.4602198
136,34,133,3.71718834,20.61489927,206.7357267
131,36,133,4.912731566,35.34850251,253.8750023
145,30,137,3.590863642,36.95056289,273.0558653
131,42,149,2.366534891,45.87328046,312.9618534
120,48,135,2.14095649,25.48837743,320.9943936
132,30,133,4.853383763,25.82124342,248.7586912
133,42,133,1.740009188,23.62290537,164.1318036
143,40,140,4.224786447,42.36336162,277.4129434
149,36,138,2.861049168,29.98210281,253.5319374
121,49,143,2.775039017,34.33477047,286.0556415
131,32,133,3.990151152,28.11161289,170.8654422
145,30,142,1.59215372,20.48845253,128.9566797
140,37,135,2.865183705,18.58853981,251.6170528
147,46,142,1.143334751,45.38957132,288.8378184
135,42,132,3.681627286,24.29185886,299.6212041
123,43,136,1.233509136,47.95669704,219.18857
127,34,130,1.349155191,48.15527044,304.2283363
121,35,140,4.379305525,31.7622545,251.7847608
129,35,131,2.771820748,48.55058793,212.3183728
128,37,134,1.803902754,15.99705257,343.6534685
142,42,143,3.370338304,18.20777029,148.7425428
134,47,142,3.077133058,23.5158388,286.7812936
132,33,145,2.643633307,22.32176906,251.1425006
142,46,144,4.621668267,23.84232458,340.6055375
136,34,132,3.997831993,30.83030157,302.9422058
149,32,135,1.606371485,17.20224737,135.0532216
135,33,138,3.2830986,34.43858993,252.9306897
147,34,132,1.354975603,25.83089788,285.4743773
121,43,142,1.978615882,17.50416363,160.3355547
139,44,142,4.639441387,41.36232441,247.2906928
139,49,136,2.848319703,37.87004192,267.3174836
146,46,134,4.568424406,42.77005227,264.2965823
133,35,137,1.663995862,47.87318854,296.0246835
122,39,137,1.82136699,35.50178353,296.9101716
142,45,136,2.411298892,42.53506008,225.0388385
131,46,148,2.465302569,21.97139479,303.5911875
127,43,136,3.981109081,29.36284345,254.9346243
121,49,133,3.397642248,33.55248456,184.9104406
123,41,139,3.212997704,33.94248321,249.6221562
133,38,142,3.409502027,40.14180597,275.3677336
135,44,133,3.92876549,42.8579359,380.4654643
138,41,148,4.571266554,38.33985244,280.6200446
121,43,139,2.658959826,16.65359213,145.9387409
131,47,136,4.211703772,27.29258667,278.8544145
148,49,134,2.980387532,35.03536572,350.9275283
133,35,132,3.88831297,32.7754311,253.363091
125,33,131,4.499295152,16.56789386,285.4964156
132,41,140,1.128859289,49.32227992,292.2843956
123,42,139,3.186519021,48.46369345,375.6826179
141,48,142,4.957522506,42.08166274,336.1736377
137,42,136,2.984897658,16.93736339,340.7479591
131,41,139,4.45721473,30.05727424,318.9410513
139,49,133,1.74359941,29.34193435,199.161199
146,32,149,3.417148361,34.5309106,269.6255265
141,32,145,4.481223853,16.95749603,301.1178345
149,43,149,2.726132526,29.82798261,203.1569237
140,47,135,2.946888236,41.52437609,241.4963194
138,48,138,1.328071618,49.93027823,365.2549344
127,39,142,1.168688368,35.8405125,206.1750657
126,46,136,2.874833198,47.92143089,341.9656734
135,44,147,4.373901327,49.94884684,399.3126781
138,48,143,4.725297088,30.21736748,336.3288629
125,38,134,3.634612014,38.4041651,368.3472664
139,33,142,4.305594397,22.46252926,303.5302476
146,44,137,3.939416651,31.64762553,366.7677105
140,48,144,3.805943308,17.74440401,167.8650141
130,45,148,4.076132395,16.02024225,228.7345216
124,37,138,3.02121181,46.25217673,263.5482669
135,46,135,2.831752414,45.04401161,314.4257741
126,30,143,1.636574089,25.92226304,161.722952
146,36,139,4.375261267,30.99335653,217.5950555
124,47,138,1.17845552,32.27636064,282.5332694
130,41,146,2.069776485,33.22453931,319.3523681
134,45,142,3.079664589,19.70998516,303.7144614
122,30,146,4.88639245,42.12705666,336.9986584
145,44,148,4.143891769,27.17354924,251.6359626
124,36,142,2.474684899,16.10933134,351.4641328
142,46,138,3.855793562,38.67965329,316.9159978
140,32,130,4.725477552,44.04571236,407.1470765
124,40,130,3.155533806,47.13443753,311.6026468
128,35,134,2.847760782,38.60418622,316.1948008
134,35,137,3.211973089,21.6947656,156.6997771
122,44,147,2.246120165,35.6423186,262.1982083
148,36,133,4.629395243,46.91166941,336.8680919
125,40,130,4.18912725,27.26960342,333.1646158
136,46,144,3.821936449,48.36727526,398.8633435
145,47,149,3.356368322,18.41876751,305.7638928
140,48,133,4.877899114,40.48184604,263.7702419
127,37,138,2.190822918,19.19689104,242.7843678
140,49,149,2.13254066,42.9606356,242.1437012
144,37,139,1.968553331,18.41794823,296.6217788
130,40,144,3.967103955,26.4003764,281.7363974
125,32,132,4.189142559,42.19016,292.5107662
127,43,131,3.388456705,31.10676448,378.2812718
129,38,134,3.607934841,45.89402649,334.4103771
143,30,130,2.395843058,29.06082517,235.9281975
148,30,140,1.15903017,49.82353421,282.1090678
122,41,141,2.014543375,15.65361776,153.5480412
142,40,132,3.337212909,39.36217721,226.8695329
133,30,145,4.25173073,47.05606698,354.9072859
142,49,143,4.108779914,33.75952656,415.0058235
133,41,141,1.717949457,49.59782336,308.5444627
129,46,149,1.20578484,39.78085754,273.0826678
131,44,145,4.40224016,30.0334203,286.5203386
125,31,137,1.302356931,33.03820822,286.7290666
131,47,146,2.573245051,45.71143466,342.791037
142,45,146,1.376902627,48.51542244,300.0740093
133,33,136,3.256194842,34.45601953,284.0814506
121,37,144,2.453345725,25.7502586,272.5882406
128,31,138,1.809974471,23.37637856,314.0425729
129,43,133,3.380670673,31.69668734,367.2522445
145,44,137,2.45356716,25.37184983,292.7727435
136,38,139,1.667153007,29.72928533,326.9216232
136,31,144,3.80034565,44.20633818,399.0675449
122,46,147,4.34723324,31.51956551,264.0432106
149,39,143,2.094970284,37.43076115,270.8432174
138,38,134,1.745700183,18.15373935,295.6597143
120,31,138,1.301007448,41.67445304,309.8542943
131,48,142,3.1116085,31.90164849,251.4414037
126,46,148,4.325174799,27.63298883,293.4994285
123,40,140,2.00315958,36.38462999,279.5174244
129,46,141,2.842551087,18.56950274,233.4303704
132,39,132,1.643213814,29.48995283,199.5999806
121,47,131,2.616803296,43.38403509,218.6061568
129,35,144,1.06178043,24.17224184,259.0812579
140,45,134,4.642916271,46.99336476,390.3703121
141,47,136,3.70628758,36.12752598,173.375015
144,49,133,2.331254871,33.92742778,250.6751447
123,47,134,4.52479304,28.98498503,274.0549197
137,30,145,1.731718518,40.96998057,351.4581121
124,32,144,1.314934927,34.75636812,184.9636784
138,44,145,4.770486325,42.87897967,337.7204487
121,49,133,2.236067847,26.60876214,325.5763827
131,39,135,4.743893576,39.57050468,290.5595163
136,34,147,3.550451677,48.02049356,370.1185377
129,44,132,4.920171731,24.7971579,285.8780412
121,43,134,4.013716849,49.33505867,245.6513795
125,44,131,1.421935468,29.36845387,189.5142034
127,39,145,4.408914668,16.34863217,315.2405266
148,38,135,1.59151409,27.51954173,319.4540708
138,41,144,3.768790423,20.23748122,273.8492971
130,36,147,3.001629798,25.6499881,289.0501399
144,34,135,3.830900033,18.35893661,323.9420708
131,39,142,4.059958131,21.23712619,245.0968787
128,37,142,4.214660846,19.4344634,214.3353137
121,49,130,4.339920531,16.52167022,217.8249417
127,45,145,4.388898086,25.36652305,286.4683333
145,41,133,2.650297706,47.93360086,240.2926568
130,38,146,4.556912289,48.2287645,300.858997
147,39,147,3.878321014,44.63262738,359.2362764
140,45,145,4.355883726,15.42491829,392.0500039
123,39,130,4.956765411,15.98432143,235.8184215
129,38,135,1.465658969,15.3625101,216.5610681
140,32,140,2.482318791,27.83240299,306.6438299
139,48,135,4.226188083,49.30902865,269.4010199
135,40,146,1.345213886,46.38932352,311.0327977
127,35,133,3.163124262,23.7687271,258.621282
123,35,143,4.433591836,29.35682031,245.6028451
148,44,143,1.075965053,43.85499274,266.7881373
129,44,149,4.758075594,41.55042292,445.4695015
131,42,137,4.912579296,19.64163129,277.1394303
148,34,131,2.289123719,18.77219061,203.6928379
133,43,134,4.067164766,34.03021849,387.3642904
